t401	286
	
24/07/2017 12:40	
RT-MT 1	
	Rat_102_ChR2_MT-partial-5mW_21-07-2017_sea1
t0	*
t1	*
t2	*
t3	*
t4	*
t5	*
t6	*
t7	*
t8	*
t9	*
t10	*
t11	*
t12	*
t13	*
t14	*
t15	*
t16	*
t17	*
t18	*
t19	*
t20	*
t21	*
t22	*
t23	*
t24	*
t25	*
t26	*
t27	*
t28	*
t29	*
t30	*
t31	*
t32	*
t33	*
t34	*
t35	*
t36	*
t37	*
t38	*
t39	*
t40	*
t41	*
t42	*
t43	*
t44	*
t45	*
t46	*
t47	*
t48	*
t49	*
t50	*
t51	*
t52	*
t53	*
t54	*
t55	*
t56	*
t57	*
t58	*
t59	*
t60	*
t61	*
t62	*
t63	*
t64	*
t65	*
t66	*
t67	*
t68	*
t69	*
t70	*
t71	*
t72	*
t73	*
t74	*
t75	*
t76	*
t77	*
t78	*
t79	*
t80	*
t81	*
t82	*
t83	*
t84	*
t85	*
t86	*
t87	*
t88	*
t89	*
t90	*
t91	*
t92	*
t93	*
t94	*
t95	*
t96	*
t97	*
t98	*
t99	*
t100	*
t101	*
t102	*
t103	*
t104	*
t105	*
t106	*
t107	*
t108	*
t109	*
t110	*
t111	*
t112	*
t113	*
t114	*
t115	*
t116	*
t117	*
t118	*
t119	*
t120	*
t121	*
t122	*
t123	*
t124	*
t125	*
t126	*
t127	*
t128	*
t129	*
t130	*
t131	*
t132	*
t133	*
t134	*
t135	*
t136	*
t137	*
t138	*
t139	*
t140	*
t141	*
t142	*
t143	*
t144	*
t145	*
t146	*
t147	*
t148	*
t149	*
t150	*
t151	*
t152	*
t153	*
t154	*
t155	*
t156	*
t157	*
t158	*
t159	*
t160	*
t161	*
t162	*
t163	*
t164	*
t165	*
t166	*
t167	*
t168	*
t169	*
t170	*
t171	*
t172	*
t173	*
t174	*
t175	*
t176	*
t177	*
t178	*
t179	*
t180	*
t181	*
t182	*
t183	*
t184	*
t185	*
t186	*
t187	*
t188	*
t189	*
t190	*
t191	*
t192	*
t193	*
t194	*
t195	*
t196	*
t197	*
t198	*
t199	*
t200	*
t201	*
t202	*
t203	*
t204	*
t205	*
t206	*
t207	*
t208	*
t209	*
t210	*
t211	*
t212	*
t213	*
t214	*
t215	*
t216	*
t217	*
t218	*
t219	*
t220	*
t221	*
t222	*
t223	*
t224	*
t225	*
t226	*
t227	*
t228	*
t229	*
t230	*
t231	*
t232	*
t233	*
t234	*
t235	*
t236	*
t237	*
t238	*
t239	*
t240	*
t241	*
t242	*
t243	*
t244	*
t245	*
t246	*
t247	*
t248	*
t249	*
t250	*
t251	*
t252	*
t253	*
t254	*
t255	*
t256	*
t257	*
t258	*
t259	*
t260	*
t261	*
t262	*
t263	*
t264	*
t265	*
t266	*
t267	*
t268	*
t269	*
t270	*
t271	*
t272	*
t273	*
t274	*
t275	*
t276	*
t277	*
t278	*
t279	*
t280	*
t281	*
t282	*
t283	*
t284	*
t285	*
t286	*
t287	*
t288	*
t289	*
t290	*
t291	*
t292	*
t293	*
t294	*
t295	*
t296	*
t297	*
t298	*
t299	*
t300	*
t301	*
t302	*
t303	*
t304	*
t305	*
t306	*
t307	*
t308	*
t309	*
t310	*
t311	*
t312	*
t313	*
t314	*
t315	*
t316	*
t317	*
t318	*
t319	*
t320	*
t321	*
t322	*
t323	*
t324	*
t325	*
t326	*
t327	*
t328	*
t329	*
t330	*
t331	*
t332	*
t333	*
t334	*
t335	*
t336	*
t337	*
t338	*
t339	*
t340	*
t341	*
t342	*
t343	*
t344	*
t345	*
t346	*
t347	*
t348	*
t349	*
t350	*
t351	*
t352	*
t353	*
t354	*
t355	*
t356	*
t357	*
t358	*
t359	*
t360	*
t361	*
t362	*
t363	*
t364	*
t365	*
t366	*
t367	*
t368	*
t369	*
t370	*
t371	*
t372	*
t373	*
t374	*
t375	*
t376	*
t377	*
t378	*
t379	*
t380	*
t381	*
t382	*
t383	*
t384	*
t385	*
t386	*
t387	*
t388	*
t389	*
t390	*
t391	*
t392	*
t393	*
t394	*
t395	*
t396	*
t397	*
t398	*
t399	*
t400	*
t401	*
	
24/07/2017 12:40	
RT-MT 2	
	Rat_102_ChR2_MT-partial-5mW_21-07-2017_sea1
t0	*
t1	*
t2	420
t3	462
t4	*
t5	*
t6	180
t7	*
t8	361
t9	*
t10	1026
t11	*
t12	424
t13	*
t14	*
t15	*
t16	*
t17	*
t18	436
t19	428
t20	476
t21	*
t22	*
t23	425
t24	*
t25	*
t26	*
t27	*
t28	519
t29	*
t30	391
t31	*
t32	*
t33	*
t34	*
t35	482
t36	454
t37	*
t38	*
t39	261
t40	427
t41	*
t42	*
t43	347
t44	*
t45	*
t46	*
t47	*
t48	462
t49	390
t50	*
t51	334
t52	*
t53	*
t54	377
t55	598
t56	433
t57	*
t58	*
t59	*
t60	*
t61	394
t62	*
t63	*
t64	575
t65	*
t66	481
t67	455
t68	*
t69	452
t70	*
t71	413
t72	*
t73	421
t74	*
t75	*
t76	479
t77	*
t78	250
t79	558
t80	*
t81	*
t82	456
t83	434
t84	*
t85	*
t86	447
t87	*
t88	430
t89	*
t90	*
t91	458
t92	*
t93	436
t94	*
t95	*
t96	*
t97	*
t98	356
t99	429
t100	478
t101	1202
t102	436
t103	408
t104	427
t105	820
t106	*
t107	496
t108	460
t109	502
t110	*
t111	*
t112	*
t113	*
t114	*
t115	428
t116	381
t117	443
t118	*
t119	*
t120	*
t121	427
t122	*
t123	458
t124	*
t125	*
t126	*
t127	416
t128	416
t129	475
t130	*
t131	*
t132	*
t133	*
t134	*
t135	*
t136	*
t137	*
t138	399
t139	410
t140	*
t141	*
t142	*
t143	464
t144	484
t145	*
t146	404
t147	*
t148	*
t149	432
t150	*
t151	*
t152	*
t153	469
t154	441
t155	*
t156	429
t157	*
t158	*
t159	*
t160	*
t161	*
t162	*
t163	*
t164	*
t165	*
t166	*
t167	*
t168	452
t169	*
t170	*
t171	488
t172	428
t173	*
t174	470
t175	418
t176	561
t177	*
t178	853
t179	*
t180	*
t181	*
t182	*
t183	477
t184	*
t185	*
t186	*
t187	*
t188	455
t189	*
t190	*
t191	445
t192	397
t193	*
t194	460
t195	*
t196	*
t197	*
t198	515
t199	331
t200	404
t201	*
t202	*
t203	*
t204	401
t205	*
t206	392
t207	428
t208	288
t209	426
t210	*
t211	*
t212	*
t213	546
t214	*
t215	*
t216	*
t217	*
t218	*
t219	*
t220	*
t221	432
t222	486
t223	*
t224	*
t225	388
t226	*
t227	*
t228	*
t229	*
t230	*
t231	*
t232	*
t233	*
t234	*
t235	429
t236	432
t237	524
t238	*
t239	*
t240	*
t241	*
t242	*
t243	*
t244	446
t245	407
t246	*
t247	*
t248	421
t249	441
t250	*
t251	*
t252	*
t253	464
t254	*
t255	*
t256	512
t257	*
t258	*
t259	*
t260	*
t261	*
t262	*
t263	415
t264	441
t265	*
t266	424
t267	378
t268	*
t269	*
t270	422
t271	*
t272	344
t273	*
t274	*
t275	394
t276	453
t277	*
t278	422
t279	*
t280	*
t281	*
t282	*
t283	461
t284	452
t285	*
t286	475
t287	*
t288	644
t289	*
t290	420
t291	*
t292	*
t293	*
t294	*
t295	435
t296	*
t297	*
t298	*
t299	*
t300	*
t301	*
t302	*
t303	484
t304	*
t305	268
t306	*
t307	444
t308	404
t309	446
t310	*
t311	*
t312	*
t313	479
t314	*
t315	457
t316	490
t317	*
t318	338
t319	*
t320	*
t321	*
t322	*
t323	*
t324	475
t325	*
t326	*
t327	397
t328	400
t329	*
t330	*
t331	476
t332	*
t333	424
t334	*
t335	402
t336	*
t337	*
t338	*
t339	*
t340	*
t341	455
t342	*
t343	444
t344	431
t345	386
t346	408
t347	430
t348	*
t349	*
t350	472
t351	*
t352	*
t353	*
t354	*
t355	384
t356	*
t357	*
t358	*
t359	*
t360	409
t361	423
t362	358
t363	357
t364	980
t365	*
t366	*
t367	644
t368	*
t369	400
t370	*
t371	720
t372	*
t373	*
t374	361
t375	*
t376	*
t377	441
t378	453
t379	*
t380	*
t381	*
t382	475
t383	*
t384	*
t385	236
t386	365
t387	*
t388	*
t389	*
t390	473
t391	*
t392	456
t393	*
t394	481
t395	*
t396	*
t397	*
t398	*
t399	*
t400	391
t401	*
t402	400
	
24/07/2017 12:40	
RT-MT 1 Laser	
	Rat_102_ChR2_MT-partial-5mW_21-07-2017_sea1
t0	*
t1	*
t2	*
t3	*
t4	*
t5	*
t6	*
t7	*
t8	*
t9	*
t10	*
t11	*
t12	*
t13	*
t14	*
t15	*
t16	*
t17	*
t18	*
t19	*
t20	*
t21	*
t22	*
t23	*
t24	*
t25	*
t26	*
t27	*
t28	*
t29	*
t30	*
t31	*
t32	*
t33	*
t34	*
t35	*
t36	*
t37	*
t38	*
t39	*
t40	*
t41	*
t42	*
t43	*
t44	*
t45	*
t46	*
t47	*
t48	*
t49	*
t50	*
t51	*
t52	*
t53	*
t54	*
t55	*
t56	*
t57	*
t58	*
t59	*
t60	*
t61	*
t62	*
t63	*
t64	*
t65	*
t66	*
t67	*
t68	*
t69	*
t70	*
t71	*
t72	*
t73	*
t74	*
t75	*
t76	*
t77	*
t78	*
t79	*
t80	*
t81	*
t82	*
t83	*
t84	*
t85	*
t86	*
t87	*
t88	*
t89	*
t90	*
t91	*
t92	*
t93	*
t94	*
t95	*
t96	*
t97	*
t98	*
t99	*
t100	*
t101	*
t102	*
t103	*
t104	*
t105	*
t106	*
t107	*
t108	*
t109	*
t110	*
t111	*
t112	*
t113	*
t114	*
t115	*
t116	*
t117	*
t118	*
t119	*
t120	*
t121	*
t122	*
t123	*
t124	*
t125	*
t126	*
t127	*
t128	*
t129	*
t130	*
t131	*
t132	*
t133	*
t134	*
t135	*
t136	*
t137	*
t138	*
t139	*
t140	*
t141	*
t142	*
t143	*
t144	*
t145	*
t146	*
t147	*
t148	*
t149	*
t150	*
t151	*
t152	*
t153	*
t154	*
t155	*
t156	*
t157	*
t158	*
t159	*
t160	*
t161	*
t162	*
t163	*
t164	*
t165	*
t166	*
t167	*
t168	*
t169	*
t170	*
t171	*
t172	*
t173	*
t174	*
t175	*
t176	*
t177	*
t178	*
t179	*
t180	*
t181	*
t182	*
t183	*
t184	*
t185	*
t186	*
t187	*
t188	*
t189	*
t190	*
t191	*
t192	*
t193	*
t194	*
t195	*
t196	*
t197	*
t198	*
t199	*
t200	*
t201	*
t202	*
t203	*
t204	*
t205	*
t206	*
t207	*
t208	*
t209	*
t210	*
t211	*
t212	*
t213	*
t214	*
t215	*
t216	*
t217	*
t218	*
t219	*
t220	*
t221	*
t222	*
t223	*
t224	*
t225	*
t226	*
t227	*
t228	*
t229	*
t230	*
t231	*
t232	*
t233	*
t234	*
t235	*
t236	*
t237	*
t238	*
t239	*
t240	*
t241	*
t242	*
t243	*
t244	*
t245	*
t246	*
t247	*
t248	*
t249	*
t250	*
t251	*
t252	*
t253	*
t254	*
t255	*
t256	*
t257	*
t258	*
t259	*
t260	*
t261	*
t262	*
t263	*
t264	*
t265	*
t266	*
t267	*
t268	*
t269	*
t270	*
t271	*
t272	*
t273	*
t274	*
t275	*
t276	*
t277	*
t278	*
t279	*
t280	*
t281	*
t282	*
t283	*
t284	*
t285	*
t286	*
t287	*
t288	*
t289	*
t290	*
t291	*
t292	*
t293	*
t294	*
t295	*
t296	*
t297	*
t298	*
t299	*
t300	*
t301	*
t302	*
t303	*
t304	*
t305	*
t306	*
t307	*
t308	*
t309	*
t310	*
t311	*
t312	*
t313	*
t314	*
t315	*
t316	*
t317	*
t318	*
t319	*
t320	*
t321	*
t322	*
t323	*
t324	*
t325	*
t326	*
t327	*
t328	*
t329	*
t330	*
t331	*
t332	*
t333	*
t334	*
t335	*
t336	*
t337	*
t338	*
t339	*
t340	*
t341	*
t342	*
t343	*
t344	*
t345	*
t346	*
t347	*
t348	*
t349	*
t350	*
t351	*
t352	*
t353	*
t354	*
t355	*
t356	*
t357	*
t358	*
t359	*
t360	*
t361	*
t362	*
t363	*
t364	*
t365	*
t366	*
t367	*
t368	*
t369	*
t370	*
t371	*
t372	*
t373	*
t374	*
t375	*
t376	*
t377	*
t378	*
t379	*
t380	*
t381	*
t382	*
t383	*
t384	*
t385	*
t386	*
t387	*
t388	*
t389	*
t390	*
t391	*
t392	*
t393	*
t394	*
t395	*
t396	*
t397	*
t398	*
t399	*
t400	*
t401	*
	
24/07/2017 12:40	
MT 3	
	Rat_102_ChR2_MT-partial-5mW_21-07-2017_sea1
t0	254
t1	*
t2	*
t3	*
t4	306
t5	*
t6	*
t7	*
t8	219
t9	*
t10	*
t11	*
t12	193
t13	*
t14	*
t15	*
t16	*
t17	*
t18	*
t19	*
t20	288
t21	*
t22	*
t23	*
t24	255
t25	*
t26	*
t27	*
t28	*
t29	1499
t30	*
t31	*
t32	*
t33	*
t34	*
t35	*
t36	*
t37	*
t38	*
t39	238
t40	*
t41	*
t42	286
t43	*
t44	*
t45	*
t46	*
t47	1215
t48	*
t49	*
t50	229
t51	*
t52	*
t53	*
t54	*
t55	206
t56	196
t57	*
t58	*
t59	*
t60	*
t61	*
t62	*
t63	*
t64	*
t65	222
t66	*
t67	*
t68	*
t69	*
t70	*
t71	262
t72	237
t73	*
t74	*
t75	*
t76	*
t77	237
t78	*
t79	*
t80	*
t81	*
t82	277
t83	*
t84	1034
t85	*
t86	229
t87	*
t88	*
t89	*
t90	*
t91	*
t92	244
t93	*
t94	240
t95	*
t96	*
t97	*
t98	*
t99	*
t100	*
t101	*
t102	*
t103	373
t104	*
t105	*
t106	*
t107	*
t108	*
t109	*
t110	201
t111	*
t112	*
t113	*
t114	*
t115	183
t116	*
t117	1183
t118	*
t119	249
t120	*
t121	*
t122	179
t123	*
t124	*
t125	*
t126	*
t127	*
t128	187
t129	*
t130	*
t131	248
t132	256
t133	*
t134	331
t135	*
t136	*
t137	*
t138	485
t139	*
t140	*
t141	*
t142	748
t143	*
t144	*
t145	*
t146	*
t147	301
t148	313
t149	*
t150	*
t151	*
t152	*
t153	*
t154	*
t155	168
t156	*
t157	*
t158	*
t159	226
t160	353
t161	*
t162	*
t163	276
t164	240
t165	*
t166	*
t167	*
t168	*
t169	*
t170	*
t171	*
t172	*
t173	*
t174	*
t175	*
t176	*
t177	*
t178	*
t179	433
t180	*
t181	256
t182	*
t183	295
t184	214
t185	*
t186	203
t187	*
t188	*
t189	*
t190	*
t191	*
t192	203
t193	*
t194	232
t195	*
t196	*
t197	*
t198	207
t199	*
t200	745
t201	*
t202	*
t203	*
t204	*
t205	*
t206	*
t207	*
t208	242
t209	*
t210	*
t211	*
t212	194
t213	*
t214	437
t215	175
t216	470
t217	*
t218	*
t219	382
t220	*
t221	*
t222	218
t223	204
t224	251
t225	*
t226	223
t227	282
t228	229
t229	312
t230	*
t231	*
t232	*
t233	*
t234	222
t235	240
t236	440
t237	*
t238	*
t239	215
t240	*
t241	*
t242	223
t243	*
t244	*
t245	*
t246	*
t247	*
t248	*
t249	*
t250	*
t251	241
t252	*
t253	*
t254	248
t255	211
t256	*
t257	*
t258	197
t259	*
t260	*
t261	*
t262	*
t263	*
t264	*
t265	266
t266	*
t267	*
t268	*
t269	*
t270	*
t271	*
t272	*
t273	*
t274	*
t275	183
t276	206
t277	*
t278	*
t279	222
t280	*
t281	209
t282	*
t283	215
t284	*
t285	179
t286	*
t287	209
t288	*
t289	*
t290	397
t291	*
t292	504
t293	*
t294	*
t295	442
t296	*
t297	216
t298	*
t299	363
t300	*
t301	*
t302	*
t303	187
t304	*
t305	*
